Date,Open,High,Low,Close,Adj Close,Volume
2010-08-12,35.241428,36.157143,35.160000,35.970001,24.171816,133730100
2010-08-13,35.950001,35.982857,35.584286,35.585712,23.913574,88717300
2010-08-16,35.368572,35.715714,35.231430,35.377144,23.773415,79607500
2010-08-17,35.725716,36.375713,35.599998,35.995716,24.189100,105660100
2010-08-18,36.051430,36.381428,35.939999,36.152859,24.294704,84924000
2010-08-19,36.119999,36.211430,35.525715,35.697144,23.988459,106676500
2010-08-20,35.627144,36.274284,35.571430,35.662857,23.965420,96057500
2010-08-23,35.970001,36.000000,35.035713,35.114285,23.596777,103510400
2010-08-24,34.667141,34.714287,34.092857,34.275715,23.033258,150641400
2010-08-25,34.005714,34.855713,33.885715,34.698570,23.317417,149216900
2010-08-26,35.064285,35.107143,34.325714,34.325714,23.066858,116626300
2010-08-27,34.535713,34.658573,33.651428,34.517143,23.195499,137097800
2010-08-30,34.394287,35.107143,34.382858,34.642857,23.279978,95822300
2010-08-31,34.549999,34.937141,34.335712,34.728573,23.337580,105196700
2010-09-01,35.352856,35.922855,35.182858,35.761429,24.031658,174259400
2010-09-02,35.894287,36.024284,35.509998,36.024284,24.208294,103856900
2010-09-03,36.441429,36.968571,36.357143,36.967144,24.841900,130197200
2010-09-07,36.662857,37.075714,36.607143,36.830002,24.749739,85639400
2010-09-08,37.111427,37.770000,37.014286,37.560001,25.240299,131637800
2010-09-09,37.862858,38.074287,37.560001,37.581429,25.254692,109643800
2010-09-10,37.598572,37.785713,37.342857,37.630001,25.287340,96885600
2010-09-13,37.974285,38.325714,37.965714,38.148571,25.635815,97195000
2010-09-14,38.029999,38.452858,37.931427,38.294285,25.733740,102037600
2010-09-15,38.310001,38.625713,38.262856,38.602856,25.941095,107342200
2010-09-16,38.605713,39.524284,38.500000,39.509998,26.550694,163025800
2010-09-17,39.669998,39.708572,39.097141,39.338570,26.435490,158619300
2010-09-20,39.439999,40.540001,39.407143,40.461430,27.190060,164669400
2010-09-21,40.551430,41.049999,40.398571,40.538570,27.241896,167018600
2010-09-22,40.387142,41.139999,40.344284,41.107143,27.623968,146322400
2010-09-23,40.904285,41.822857,40.857143,41.274284,27.736303,196529200
2010-09-24,41.728573,41.932858,41.507141,41.759998,28.062693,162372000
2010-09-27,41.997143,42.104286,41.572857,41.594284,27.951332,120708700
2010-09-28,41.681427,41.681427,39.285713,40.980000,27.538542,258760600
2010-09-29,41.032856,41.401428,40.857143,41.052856,27.587490,117411000
2010-09-30,41.285713,41.428570,40.178570,40.535713,27.239973,168347900
2010-10-01,40.878571,40.939999,40.192856,40.360001,27.121899,112035700
2010-10-04,40.228573,40.414288,39.681427,39.805714,26.749413,108825500
2010-10-05,40.285713,41.349998,40.259998,41.277142,27.738211,125491800
2010-10-06,41.369999,41.712856,40.751427,41.312859,27.762213,167717200
2010-10-07,41.477142,41.497143,40.987144,41.317142,27.765099,102099900
2010-10-08,41.672855,42.071430,41.428570,42.009998,28.230688,164600800
2010-10-11,42.105713,42.462856,42.085712,42.194286,28.354528,106938300
2010-10-12,42.201427,42.785713,41.784286,42.648571,28.659813,139636000
2010-10-13,42.885715,43.137142,42.828571,42.877144,28.813412,157523100
2010-10-14,43.098572,43.209999,42.914288,43.187141,29.021738,108824100
2010-10-15,43.919998,45.000000,43.558571,44.962856,30.215010,230548500
2010-10-18,45.495716,45.571430,44.898571,45.428570,30.527967,273252700
2010-10-19,43.342857,44.824287,42.860001,44.212856,29.711012,308196000
2010-10-20,44.142857,44.892857,43.838570,44.361427,29.810854,180406100
2010-10-21,44.622856,44.962856,43.828571,44.217144,29.713896,137865000
2010-10-22,44.152859,44.291428,43.757141,43.924286,29.517092,93194500
2010-10-25,44.155716,44.514286,44.062859,44.119999,29.648617,98115500
2010-10-26,43.838570,44.248573,43.664288,44.007141,29.572775,98232400
2010-10-27,43.950001,44.271427,43.657143,43.975716,29.551661,99750700
2010-10-28,43.992859,44.000000,42.985714,43.605713,29.303013,137762800
2010-10-29,43.461430,43.697144,42.981430,42.997143,28.894049,107627800
2010-11-01,43.174286,43.657143,43.171429,43.454285,29.201252,105972300
2010-11-02,43.857143,44.312859,43.857143,44.194286,29.698532,108482500
2010-11-03,44.481430,44.697144,44.075714,44.685715,30.028772,127087100
2010-11-04,45.064285,45.740002,45.004284,45.467144,30.553896,160622000
2010-11-05,45.427143,45.652859,45.250000,45.304287,30.444448,90313300
2010-11-08,45.314285,45.681427,45.251427,45.517143,30.587496,70439600
2010-11-09,45.864285,45.900002,44.928570,45.154285,30.343655,95886000
2010-11-10,45.234287,45.538570,44.792858,45.432858,30.530851,96056800
2010-11-11,45.000000,45.485714,44.892857,45.235714,30.398371,90321000
2010-11-12,45.142857,45.214287,43.375713,44.004284,29.570858,198961700
2010-11-15,44.065716,44.362858,43.752857,43.862858,29.475811,100901500
2010-11-16,43.674286,43.942856,42.759998,43.084286,28.952610,164412500
2010-11-17,43.028572,43.427143,42.537144,42.928570,28.847979,119862400
2010-11-18,43.599998,44.238571,43.527142,44.061428,29.609255,123622800
2010-11-19,43.995716,44.057144,43.605713,43.818573,29.446045,96210800
2010-11-22,43.811428,44.765713,43.695713,44.765713,30.082533,98268800
2010-11-23,44.349998,44.535713,43.794285,44.104286,29.638050,129861900
2010-11-24,44.571430,45.057144,44.535713,44.971428,30.220772,103431300
2010-11-26,44.820000,45.385715,44.705715,45.000000,30.239969,59396400
2010-11-29,45.071430,45.354286,44.482857,45.267143,30.419497,111446300
2010-11-30,44.791428,44.908573,44.410000,44.450001,29.870371,125464500
2010-12-01,45.038570,45.392857,45.000000,45.200001,30.374369,115437700
2010-12-02,45.361427,45.571430,44.984287,45.450001,30.542376,115709300
2010-12-03,45.287144,45.521427,45.191429,45.348572,30.474209,85523200
2010-12-06,45.520000,46.047142,45.488571,45.735714,30.734369,112120400
2010-12-07,46.257141,46.284286,45.445713,45.458572,30.548128,97863500
2010-12-08,45.661430,45.860001,45.301430,45.858570,30.816925,80483900
2010-12-09,46.018570,46.071430,45.574287,45.680000,30.696932,73537800
2010-12-10,45.664288,45.864285,45.514286,45.794285,30.773731,65627800
2010-12-13,46.338570,46.437141,45.857143,45.952858,30.880293,109953900
2010-12-14,45.961430,46.077145,45.571430,45.755714,30.747803,87752000
2010-12-15,45.714287,46.142857,45.598572,45.765713,30.754528,104328000
2010-12-16,45.869999,46.087143,45.728573,45.892857,30.839972,80507700
2010-12-17,45.947144,45.970001,45.747143,45.801430,30.778528,96732300
2010-12-20,45.942856,46.178570,45.461430,46.029999,30.932127,96402600
2010-12-21,46.142857,46.341427,46.007141,46.314285,31.123171,64088500
2010-12-22,46.337143,46.531429,46.221428,46.451427,31.215328,66480400
2010-12-23,46.428570,46.450001,46.167141,46.228573,31.065569,55789300
2010-12-27,46.121429,46.491428,45.931427,46.382858,31.169252,62454000
2010-12-28,46.558571,46.665714,46.437141,46.495716,31.245087,43981000
2010-12-29,46.602856,46.635715,46.442856,46.470001,31.227812,40784800
2010-12-30,46.497143,46.501427,46.150002,46.237144,31.071333,39373600
2010-12-31,46.135715,46.211430,45.901428,46.080002,30.965734,48377000
2011-01-03,46.520000,47.180000,46.405716,47.081429,31.638695,111284600
2011-01-04,47.491428,47.500000,46.878571,47.327145,31.803814,77270200
2011-01-05,47.078571,47.762856,47.071430,47.714287,32.063969,63879900
2011-01-06,47.817142,47.892857,47.557144,47.675713,32.038055,75107200
2011-01-07,47.712856,48.049999,47.414288,48.017143,32.267494,77982800
2011-01-10,48.404285,49.032856,48.167141,48.921429,32.875168,112140000
2011-01-11,49.268570,49.279999,48.495716,48.805714,32.797409,111027000
2011-01-12,49.035713,49.204285,48.857143,49.202858,33.064281,75647600
2011-01-13,49.308571,49.520000,49.121429,49.382858,33.185257,74195100
2011-01-14,49.412857,49.782856,49.205715,49.782856,33.454048,77210000
2011-01-18,47.074287,49.251427,46.571430,48.664288,32.702374,470249500
2011-01-19,49.764286,49.799999,48.125713,48.405716,32.528610,283903200
2011-01-20,48.061428,48.328571,47.160000,47.525715,31.937254,191197300
2011-01-21,47.681427,47.840000,46.661430,46.674286,31.365086,188600300
