Date,Open,High,Low,Close,Adj Close,Volume
2010-08-12,127.690002,128.779999,127.519997,128.300003,101.177002,5132200
2010-08-13,127.959999,128.460007,127.330002,127.870003,100.837891,4669400
2010-08-16,127.470001,128.229996,126.959999,127.769997,100.759041,4009200
2010-08-17,128.830002,129.850006,127.900002,128.449997,101.295280,4298300
2010-08-18,128.869995,130.199997,127.800003,129.389999,102.036598,4883200
2010-08-19,128.669998,129.589996,128.020004,128.899994,101.650162,5402400
2010-08-20,128.720001,128.979996,126.959999,127.500000,100.546120,6246300
2010-08-23,127.570000,128.029999,126.440002,126.470001,99.733864,4034400
2010-08-24,125.209999,126.019997,124.570000,124.900002,98.495781,5621200
2010-08-25,124.570000,125.599998,124.000000,125.269997,98.787537,5235300
2010-08-26,125.779999,125.779999,122.779999,122.779999,96.823952,7746600
2010-08-27,123.830002,124.800003,122.419998,124.730003,98.361702,6214200
2010-08-30,125.080002,125.269997,123.400002,123.400002,97.312874,3604000
2010-08-31,123.309998,123.989998,122.279999,123.129997,97.099945,5624200
2010-09-01,125.309998,126.309998,124.519997,125.769997,99.181862,5623100
2010-09-02,126.029999,126.230003,124.650002,125.040001,98.606194,5103300
2010-09-03,126.220001,127.599998,125.900002,127.580002,100.609215,5142900
2010-09-07,126.989998,127.360001,125.879997,125.949997,99.323792,4353300
2010-09-08,126.019997,126.519997,125.389999,126.080002,99.426323,4477500
2010-09-09,127.269997,127.570000,126.150002,126.360001,99.647110,3436700
2010-09-10,126.989998,128.289993,126.260002,127.989998,100.932533,4418700
2010-09-13,128.630005,130.000000,128.520004,129.610001,102.210083,5271300
2010-09-14,128.429993,129.919998,128.429993,128.850006,101.610725,4850500
2010-09-15,128.649994,129.960007,128.539993,129.429993,102.068115,4762500
2010-09-16,129.199997,129.949997,128.800003,129.669998,102.257378,4685000
2010-09-17,129.919998,130.600006,129.699997,130.190002,102.667427,10397400
2010-09-20,130.240005,132.089996,130.110001,131.789993,103.929199,7145500
2010-09-21,131.449997,132.800003,130.779999,131.979996,104.079018,5267900
2010-09-22,131.610001,132.580002,131.399994,132.570007,104.544327,4922400
2010-09-23,131.419998,132.779999,131.220001,131.669998,103.834579,3898800
2010-09-24,132.419998,134.149994,132.339996,134.110001,105.758728,7122400
2010-09-27,133.509995,135.000000,133.509995,134.649994,106.184563,6155400
2010-09-28,134.669998,135.139999,133.710007,134.889999,106.373871,7481300
2010-09-29,134.399994,135.800003,134.339996,135.479996,106.839111,5151200
2010-09-30,135.500000,136.110001,133.669998,134.139999,105.782402,6425800
2010-10-01,135.509995,136.279999,135.089996,135.639999,106.965279,5621200
2010-10-04,135.229996,135.919998,134.389999,135.250000,106.657722,4059900
2010-10-05,136.179993,137.899994,136.119995,137.660004,108.558281,6202500
2010-10-06,136.880005,137.960007,136.830002,137.839996,108.700203,4783000
2010-10-07,137.919998,138.880005,137.520004,138.720001,109.394165,6440800
2010-10-08,138.399994,139.089996,138.059998,138.850006,109.496689,4540800
2010-10-11,138.789993,139.940002,138.639999,139.660004,110.135460,4004300
2010-10-12,138.399994,139.990005,138.270004,139.850006,110.285294,5637300
2010-10-13,139.910004,141.479996,139.779999,140.369995,110.695358,8784300
2010-10-14,140.350006,141.500000,139.690002,141.500000,111.586510,5653100
2010-10-15,142.100006,142.100006,140.539993,141.059998,111.239502,7220400
2010-10-18,140.899994,143.029999,140.839996,142.830002,112.635323,10322700
2010-10-19,137.300003,139.339996,136.699997,138.029999,108.850044,14159100
2010-10-20,138.279999,139.869995,138.130005,139.070007,109.670181,6945500
2010-10-21,139.809998,140.490005,138.399994,139.830002,110.269539,6221200
2010-10-22,140.149994,140.750000,139.460007,139.669998,110.143364,4105300
2010-10-25,140.419998,141.399994,139.809998,139.839996,110.277443,4870000
2010-10-26,139.289993,142.000000,138.529999,140.669998,110.931946,7327100
2010-10-27,139.520004,141.570007,139.000000,141.429993,111.531273,6465300
2010-10-28,141.839996,141.949997,140.419998,140.899994,111.113319,5481600
2010-10-29,140.899994,144.000000,140.750000,143.600006,113.242554,8439300
2010-11-01,143.639999,144.259995,142.320007,143.320007,113.021759,5674600
2010-11-02,143.850006,144.710007,143.710007,143.839996,113.431778,4626400
2010-11-03,144.240005,144.460007,142.630005,144.169998,113.692047,5182100
