Date,Open,High,Low,Close,Adj Close,Volume
2010-08-12,17.778572,19.114286,17.717142,19.007143,19.007143,71959300
2010-08-13,18.917143,19.195715,18.610001,18.894285,18.894285,47224800
2010-08-16,18.805714,19.700001,18.668571,19.602858,19.602858,42668500
2010-08-17,19.928572,20.128571,18.935715,18.995714,18.995714,59518900
2010-08-18,18.428572,18.592857,17.905714,17.957144,17.957144,59725400
2010-08-19,17.678572,18.538572,17.655714,18.320000,18.320000,46575900
2010-08-20,18.240000,18.680000,18.215714,18.565714,18.565714,24221400
2010-08-23,18.642857,18.925714,18.071428,18.128571,18.128571,26871600
2010-08-24,17.940001,17.950001,17.291430,17.325714,17.325714,36478400
2010-08-25,17.144285,17.837143,17.092857,17.750000,17.750000,20053600
2010-08-26,17.984285,18.244286,17.768572,17.977142,17.977142,28499100
2010-08-27,18.049999,18.225714,17.554285,18.014286,18.014286,21134400
2010-08-30,17.892857,17.957144,17.510000,17.585714,17.585714,18643100
2010-08-31,17.408571,18.135714,17.401428,17.931429,17.931429,24219300
2010-09-01,18.695715,19.464285,18.444286,19.272858,19.272858,58268000
2010-09-02,19.185715,19.797142,18.944286,19.714285,19.714285,36800400
2010-09-03,20.000000,20.357143,19.721428,19.782858,19.782858,34800500
2010-09-07,19.701429,20.421429,19.657143,20.255714,20.255714,32400200
2010-09-08,20.512857,21.105715,20.482857,20.857143,20.857143,38980200
2010-09-09,21.185715,21.391428,20.685715,20.811428,20.811428,27959400
2010-09-10,20.947144,20.981428,20.628571,20.879999,20.879999,18475100
2010-09-13,21.344286,21.421429,21.000000,21.134285,21.134285,23407300
2010-09-14,21.102858,21.270000,20.871429,20.950001,20.950001,20414100
2010-09-15,20.941429,20.941429,20.374287,20.445715,20.445715,24116400
2010-09-16,20.392857,20.500000,20.018572,20.071428,20.071428,28531300
2010-09-17,20.340000,20.350000,20.002857,20.065714,20.065714,23191000
2010-09-20,20.285715,20.571428,20.002857,20.412857,20.412857,37009000
2010-09-21,20.500000,21.228571,20.444286,21.028572,21.028572,32460400
2010-09-22,21.440001,22.424286,21.328571,22.418571,22.418571,62444900
2010-09-23,22.680000,23.388571,22.631428,22.924286,22.924286,81991000
2010-09-24,23.445715,23.874287,23.000000,23.172857,23.172857,65331000
2010-09-27,22.928572,23.737143,22.768572,23.570000,23.570000,41696900
2010-09-28,23.549999,23.570000,22.784286,23.122858,23.122858,38302600
2010-09-29,22.912857,24.392857,22.888571,24.375713,24.375713,54484500
2010-09-30,24.549999,24.914286,23.125713,23.165714,23.165714,72002700
2010-10-01,22.942858,22.957144,21.972857,22.094286,22.094286,58912700
2010-10-04,21.860001,22.684286,21.652857,22.341429,22.341429,47406800
2010-10-05,22.785715,22.858572,22.030001,22.308571,22.308571,41052900
2010-10-06,22.070000,22.678572,21.208570,21.467142,21.467142,47487300
2010-10-07,21.524286,22.012857,21.262857,21.632856,21.632856,28767900
2010-10-08,21.719999,21.857143,21.150000,21.377142,21.377142,24377500
2010-10-11,21.534286,22.354286,21.461428,21.955715,21.955715,28622300
2010-10-12,21.959999,22.261429,21.644285,22.198572,22.198572,25449200
2010-10-13,22.585714,22.785715,22.001429,22.087143,22.087143,22960700
2010-10-14,21.987143,22.394285,21.648571,21.825714,21.825714,21929600
2010-10-15,21.932858,22.261429,21.722857,22.245714,22.245714,24075100
2010-10-18,22.344286,22.378571,21.717142,21.857143,21.857143,19976600
2010-10-19,21.472857,21.775715,21.049999,21.332857,21.332857,25627700
2010-10-20,21.428572,22.252857,21.142857,21.878571,21.878571,63282100
2010-10-21,24.219999,24.991428,23.797142,24.670000,24.670000,111769000
2010-10-22,23.871429,24.497143,23.705715,24.014286,24.014286,49298900
2010-10-25,24.175714,24.264286,23.580000,23.834286,23.834286,25864300
2010-10-26,23.871429,25.651428,23.864286,25.374287,25.374287,73645600
2010-10-27,25.614286,26.391428,25.080000,25.500000,25.500000,64831200
2010-10-28,25.571428,25.602858,24.721428,25.100000,25.100000,26392100
2010-10-29,24.991428,25.114286,24.188572,24.795713,24.795713,41610800
2010-11-01,24.850000,24.857143,23.671429,23.910000,23.910000,34553400
2010-11-02,23.812857,24.768572,23.794285,24.515715,24.515715,38203200
2010-11-03,24.662857,24.862858,24.147142,24.494286,24.494286,27377000
2010-11-04,24.764286,24.775715,23.799999,23.974285,23.974285,41218800
2010-11-05,24.405714,24.415714,23.837143,24.014286,24.014286,21994000
2010-11-08,23.832857,24.362858,23.608572,24.161428,24.161428,28799400
2010-11-09,24.250000,24.985714,24.202858,24.351429,24.351429,40275900
2010-11-10,24.285715,25.322857,24.092857,25.267143,25.267143,38518900
2010-11-11,24.988571,25.527143,24.792856,25.020000,25.020000,29417500
2010-11-12,24.941429,25.270000,24.299999,24.714285,24.714285,29166900
2010-11-15,24.561428,24.791430,23.954287,24.042856,24.042856,31976700
2010-11-16,23.822857,24.175714,23.367144,23.628571,23.628571,27365800
2010-11-17,23.530001,24.072857,23.431429,23.811428,23.811428,18810400
2010-11-18,24.227142,24.400000,24.002857,24.047142,24.047142,17776500
2010-11-19,24.051428,24.750000,23.972857,24.719999,24.719999,22594600
2010-11-22,25.867144,26.957144,25.857143,26.902857,26.902857,71804600
2010-11-23,26.604286,27.442858,26.577143,26.815714,26.815714,47708500
2010-11-24,27.272858,27.404285,26.688572,26.967142,26.967142,28202300
2010-11-26,26.907143,27.497143,26.828571,27.414286,27.414286,21292600
2010-11-29,27.715714,28.571428,27.500000,28.417143,28.417143,49387800
2010-11-30,28.285715,29.542856,27.935715,29.414286,29.414286,83170500
2010-12-01,29.688572,29.891428,28.267143,28.591429,28.591429,74986800
2010-12-02,27.747143,28.064285,27.334286,27.631428,27.631428,59782800
2010-12-03,27.815714,27.885714,26.371429,26.492857,26.492857,62869800
2010-12-06,26.701429,27.667143,26.612858,27.638571,27.638571,47777100
2010-12-07,28.178572,28.485714,27.072857,27.115715,27.115715,49305200
2010-12-08,26.444286,26.927143,25.912857,26.889999,26.889999,73343900
2010-12-09,27.142857,27.448572,26.512857,27.292856,27.292856,47335400
2010-12-10,28.197144,28.281429,27.500000,27.804285,27.804285,47511800
2010-12-13,27.507143,27.515715,26.071428,26.257143,26.257143,50047200
2010-12-14,25.877142,26.100000,25.301428,25.492857,25.492857,63529900
