Date,Open,High,Low,Close,Adj Close,Volume
2017-08-10,935.000000,936.299988,921.780029,923.590027,923.590027,2707400
2017-08-11,923.710022,933.359985,921.219971,930.090027,930.090027,1616700
2017-08-14,939.070007,941.039978,934.489990,938.929993,938.929993,1148500
2017-08-15,941.030029,943.070007,936.640015,938.080017,938.080017,1106500
2017-08-16,941.250000,949.900024,940.039978,944.270020,944.270020,1345300
2017-08-17,942.950012,943.809998,927.640015,927.659973,927.659973,1695700
2017-08-18,926.979980,931.020020,923.450012,926.179993,926.179993,1337400
2017-08-21,925.770020,928.250000,918.599976,920.869995,920.869995,1301200
2017-08-22,926.960022,941.960022,926.169983,940.400024,940.400024,1775100
2017-08-23,937.000000,945.429993,935.239990,942.580017,942.580017,1134500
2017-08-24,943.710022,946.309998,930.739990,936.890015,936.890015,1294600
2017-08-25,939.210022,940.729980,930.099976,930.500000,930.500000,1187300
2017-08-28,931.880005,934.849976,926.109985,928.130005,928.130005,1049400
2017-08-29,919.950012,938.190002,919.309998,935.750000,935.750000,1158600
2017-08-30,935.669983,945.859985,934.049988,943.630005,943.630005,1120300
2017-08-31,946.299988,957.200012,946.250000,955.239990,955.239990,1693300
2017-09-01,957.469971,958.330017,950.280029,951.989990,951.989990,1042900
2017-09-05,946.859985,951.390015,935.599976,941.479980,941.479980,1457400
2017-09-06,943.869995,944.500000,932.679993,942.020020,942.020020,1391500
2017-09-07,944.250000,950.500000,937.530029,949.890015,949.890015,1116600
2017-09-08,949.700012,950.700012,940.010010,941.409973,941.409973,999900
2017-09-11,947.200012,952.679993,941.000000,943.289978,943.289978,1337400
2017-09-12,946.919983,948.090027,937.500000,946.650024,946.650024,1284800
2017-09-13,945.500000,952.849976,944.739990,950.440002,950.440002,1095400
2017-09-14,946.000000,948.030029,938.359985,940.130005,940.130005,1427400
2017-09-15,940.090027,941.750000,931.250000,935.289978,935.289978,1994300
2017-09-18,935.010010,936.859985,925.400024,929.750000,929.750000,1473700
2017-09-19,933.409973,937.940002,926.659973,936.859985,936.859985,1242700
2017-09-20,937.729980,950.000000,937.500000,947.539978,947.539978,2004000
2017-09-21,948.130005,952.799988,939.380005,947.549988,947.549988,1370700
2017-09-22,942.770020,950.000000,940.840027,943.260010,943.260010,1074800
2017-09-25,939.450012,939.750000,924.510010,934.280029,934.280029,1873400
2017-09-26,936.690002,944.080017,935.119995,937.429993,937.429993,1672700
2017-09-27,942.739990,965.429993,941.950012,959.900024,959.900024,2334600
2017-09-28,956.250000,966.179993,955.549988,964.809998,964.809998,1400900
2017-09-29,966.000000,975.809998,966.000000,973.719971,973.719971,2031100
2017-10-02,975.650024,977.739990,961.950012,967.469971,967.469971,1539100
2017-10-03,967.559998,972.440002,962.710022,972.080017,972.080017,1083300
2017-10-04,971.760010,974.400024,965.609985,966.780029,966.780029,1057800
2017-10-05,972.789978,986.510010,970.270020,985.190002,985.190002,1780900
2017-10-06,980.000000,994.260010,978.510010,993.640015,993.640015,1553000
2017-10-09,995.000000,1000.460022,991.500000,992.309998,992.309998,1295500
2017-10-10,995.299988,997.469971,981.109985,987.799988,987.799988,1163400
2017-10-11,989.039978,1007.570007,987.940002,1005.650024,1005.650024,1815000
2017-10-12,1003.840027,1011.539978,1001.099976,1005.650024,1005.650024,1530700
2017-10-13,1009.109985,1014.760010,1007.059998,1007.869995,1007.869995,1327600
2017-10-16,1009.630005,1012.000000,1001.520020,1009.349976,1009.349976,1071000
2017-10-17,1007.440002,1014.559998,1006.049988,1011.000000,1011.000000,1013000
2017-10-18,1011.049988,1016.309998,1005.320007,1012.739990,1012.739990,1279800
2017-10-19,1004.750000,1007.320007,997.299988,1001.840027,1001.840027,1714200
2017-10-20,1007.049988,1008.650024,1002.270020,1005.070007,1005.070007,1606000
2017-10-23,1005.179993,1005.789978,983.099976,985.539978,985.539978,1639300
2017-10-24,986.500000,989.260010,977.080017,988.489990,988.489990,1445100
2017-10-25,986.270020,994.429993,977.719971,991.460022,991.460022,1528700
2017-10-26,998.469971,1006.510010,990.469971,991.419983,991.419983,2369800
2017-10-27,1030.989990,1063.619995,1026.849976,1033.670044,1033.670044,5184100
2017-10-30,1029.160034,1039.829956,1022.330017,1033.130005,1033.130005,2340200
2017-10-31,1033.000000,1041.000000,1026.300049,1033.040039,1033.040039,1516300
2017-11-01,1036.319946,1047.859985,1034.000000,1042.599976,1042.599976,2163100
2017-11-02,1039.989990,1045.520020,1028.660034,1042.969971,1042.969971,1334700
2017-11-03,1042.750000,1050.660034,1037.650024,1049.989990,1049.989990,1388500
2017-11-06,1049.099976,1052.589966,1042.000000,1042.680054,1042.680054,914700
2017-11-07,1049.650024,1053.410034,1043.000000,1052.390015,1052.390015,1305200
2017-11-08,1050.050049,1062.689941,1047.050049,1058.290039,1058.290039,1213800
2017-11-09,1048.000000,1050.880005,1035.849976,1047.719971,1047.719971,1794600
2017-11-10,1043.869995,1046.630005,1041.219971,1044.150024,1044.150024,972100
2017-11-13,1040.800049,1048.739990,1039.260010,1041.199951,1041.199951,940700
2017-11-14,1037.719971,1042.300049,1029.329956,1041.640015,1041.640015,1050600
2017-11-15,1035.000000,1039.630005,1030.760010,1036.410034,1036.410034,905300
2017-11-16,1038.750000,1051.760010,1038.000000,1048.469971,1048.469971,1188400
2017-11-17,1049.800049,1051.000000,1033.729980,1035.890015,1035.890015,1335600
